,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71
121,,,LBN003,-,-,1.4,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
122,,,LBN004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.6,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.5,3.5,3.5,3.6,3.6,3.6,3.4,3.4,3.5,3.4,3.4,3.5,3.5,3.7,3.5,3.4,3.5,3.5,3.5,3.6,3.6,3.6,3.5,-,-,-,-
123,,,LBN005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.1,3.2,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
124,Lebanon,Complex crisis in Lebanon,LBN006,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.5,3.5,3.7
125,Libya,Complex crisis in Libya,LBY001,Increasing,-,3.9,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.2,4.2,4.2,4.2,4,4,4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.7,3.4,3.4,3.4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4,4,4,4,4
126,Libya,Mixed migration flows in Libya,LBY002,Increasing,-,2.6,2.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.1,3.1,3.1,3,3,3,3,3,3,3,3,2.6,2.6,2.6,2.5,2.5,3,3,3,3,3,3,2.9,2.8,2.8,3.1,3.1,3.4,3.4,3.4,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3,3,3,3,3,3.1,3.2,3.2,3.4,3.4,3.4,3.5,3.5,3.5,3.5
127,Libya,Storm Daniel and floods in Libya,LBY003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,3.3,3.2,3.2,2.9,2.9,3,3,3
128,Libya,Refugees from Sudan in Libya,LBY004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.6
129,,,LKA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,3.1,3,3,-,-,-,-
130,,,LKA002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.1,3.1,3.1,3.1,2.9,2.9,2.9,2.9,2.9,-,-
131,,,LKA003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.1,1.1,1.1,1.5,1.4,1.4,-,-,-,-
132,Sri Lanka,2024 Floods and Monsoon Rain,LKA004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7
133,,,LSO002,-,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2,2,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
134,,,LSO003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,Lesotho,Food security crisis in Lesotho,LSO004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1
136,Lithuania,Displacement from Russia-Ukraine conflict in Lithuania,LTU002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
137,Latvia,Displacement from Russia-Ukraine conflict in Latvia,LVA002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
138,Morocco,Multiple crises in Morocco,MAR001,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.9,3,3,3.2,3,3,2.9,2.9,2.8,2.8,2.9
139,Morocco,Mixed migration flows in Morocco,MAR002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.7,2.2,2.2,2.2,2.2,2.2,2.2,2.1
140,Morocco,Al Haouz Earthquake in Morocco,MAR003,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.9,2.9,3,2.9,2.9,2.7,2.7,2.6,2.6,2.7
141,Moldova,DIsplacement from Russia-Ukraine conflict in Moldova,MDA002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.2,1.2,1.2,2.3,2.3,2.4,2.4,2.4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
142,Madagascar,Multiple crisis in Madagascar,MDG001,Increasing,-,2.8,2.8,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,3,3,3,3,3,2.9,2.9,2.5,2.5,2.9,2.9,-,2.9,3,3,2.9,2.9,2.9,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,3,3
143,Madagascar,Drought in Madagascar,MDG002,Stable,-,3,3,2.9,2.9,2.9,2.8,2.8,2.6,2.4,2.4,2.4,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,3,3,3,3,3.1,3.1,2.8,2.8,2.8,2.8,2.9,2.8,2.9,3,3,2.9,2.9,2.9,2.5,2.6,2.2,2.2,2.7,3,2.7,2.7,2.7,2.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.4,2.5,2.5,2.5,2.6
144,,,MDG003,-,-,1.7,1.8,2.3,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
145,,,MDG004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.1,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,,,MDG005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,,,MDG006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,2.1,1.9,1.8,1.8,1.8,1.8,2.2,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
148,,,MDG007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
149,,,MDG008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.7,-,-,-,-
150,Madagascar,Cyclone Gamane in Madagascar,MDG009,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.1,2.4,2.1
151,Mexico,Multiple crisis in Mexico,MEX001,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3,3,3,3,3,3,3,2.9,2.9,2.9
152,Mexico,Criminal Violence in Mexico,MEX002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
153,Mexico,Mixed Migration in Mexico,MEX003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.5,2.5,2.5,2.3,2.4,2.4,2.5,2.5,2.3,2.3
154,,,MEX004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
155,Mali,Complex crisis in Mali,MLI001,Decreasing,3.6,3.8,3.8,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4.1,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.5,4.3,4.3,4.3,4.3
156,Myanmar,Multiple crises in Myanmar,MMR001,Stable,-,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.8,3.9,3.9,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
157,Myanmar,Rakhine Conflict,MMR002,Increasing,-,3.3,3.3,3.1,3.2,3.2,3.2,3.2,3.2,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.8,3.9,3.8,3.9,3.9,4,4,4,4.1,4.1
158,Myanmar,Kachin and Shan Conflict,MMR003,Stable,-,2.1,2.1,2.3,2.4,2.3,2.3,2.3,2.3,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.2,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8
159,Myanmar,Post-coup conflict in Myanmar,MMR004,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,3.4,3.4,3.4,3.4,3.4,3.5,4.1,4.1,4.1,4.1,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.6,4.6,4.6,4.6,4.6
160,,,MMR005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,-,-,-,-,-,-,-,-
161,Myanmar,2024 Monsoon Floods,MMR006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4
162,,,MNG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-
163,,,MNG002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-
164,,,MNG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.1,-,-,-,-,-,-,-,-,-,-,-,-
165,,,MNG004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,2.3,2.3,2.3,2.3,2.3,-
166,Mozambique,Multiple Crises in Mozambique,MOZ001,Increasing,-,-,-,3.8,3.7,3.7,3.2,3.2,3.2,3.2,3.4,3.4,3.5,3.5,3.2,3.2,3.2,3.2,3,3,3,3.2,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.7,-,-,-,-,-,-,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.4,3.5,3.5,3.6,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.9,3.9
167,,,MOZ002,-,-,3.3,3.3,3.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
168,,,MOZ003,-,-,-,3.1,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
169,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2.6,2.6,2.8,2.9,2.9,2.9,2.1,2.1,3.5,3.5,3.5,3.6,3.6,3.6,3.4,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.4,3.7,3.7,3.6,3.6,3.6
170,,,MOZ005,-,-,-,-,2.7,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
171,,,MOZ006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3,3,3.4,3.4,3.4,3.5,3.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
172,,,MOZ007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
173,,,MOZ008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.4,2.6,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,,,MOZ009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,-,-,-,-,-,-,-,-,-,-
175,,,MOZ010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.4,2.3,2.3,2.3,2.3,2.3,3.1,2.6,2.8,2.8,2.9,-,-,-,-,-
176,Mozambique,2024 Rainy and Cyclone season,MOZ011,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,3.2,3.2,3.2
177,Mozambique,Drought in Mozambique,MOZ012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.4
178,,,MRT001,-,-,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
179,Mauritania,Refugees from Mali in Mauritania,MRT002,Increasing,-,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,1.9,1.9,1.9,1.7,1.7,2.1,2,2,2.2,2.2
180,Mauritania,Food Security in Mauritania,MRT003,Increasing,-,3,3,3,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.6,2.6,2.6,2.6,2.6,2.7,2.7,3,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.6,2.5,2.5,2.5,2.6,2.6
181,Malawi,Complex crisis in Malawi,MWI002,Stable,-,-,2.9,3,3.1,3.1,3.1,2.7,2.7,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3,3,2.8,2.8,3,3,3,3,2.5,2.5,2.4,3,3,3,3,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.3,3.5,3.5,3.3,3.2,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.6,3.6,3.5,3.5
182,,,MWI003,-,-,-,-,-,2.7,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
183,,,MWI004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2,2.5,2.5,2.5,2.5,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
184,,,MWI005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.8,2.9,2.9,2.9,2.9,2.9,2.8,3,3,3,3,3,3,-,-,-,-
185,Malaysia,International Refugees in Malaysia,MYS001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.7,1.6,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.5,2.5,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2
186,Namibia,Food Security Crisis in Namibia,NAM002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.3,2.3,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.2,2.3,2.3,2.3,2.3,2.5,2.3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6
