,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66
130,Morocco,Multiple crises in Morocco,MAR001,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.9,3,3,3.2,3,3
131,Morocco,Mixed migration flows in Morocco,MAR002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.7,2.2,2.2
132,Morocco,Al Haouz Earthquake in Morocco,MAR003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.9,2.9,3,2.9,2.9
133,Moldova,DIsplacement from Russia-Ukraine conflict in Moldova,MDA002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.2,1.2,1.2,2.3,2.3,2.4,2.4,2.4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.6,1.6,1.6,1.6,1.6,1.6
134,Madagascar,Multiple crisis in Madagascar,MDG001,Stable,-,2.8,2.8,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,3,3,3,3,3,2.9,2.9,2.5,2.5,2.9,2.9,-,2.9,3,3,2.9,2.9,2.9,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9
135,Madagascar,Drought in Madagascar,MDG002,Increasing,-,3,3,2.9,2.9,2.9,2.8,2.8,2.6,2.4,2.4,2.4,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,3,3,3,3,3.1,3.1,2.8,2.8,2.8,2.8,2.9,2.8,2.9,3,3,2.9,2.9,2.9,2.5,2.6,2.2,2.2,2.7,3,2.7,2.7,2.7,2.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6
136,,,MDG003,-,-,1.7,1.8,2.3,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
137,,,MDG004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.1,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
138,,,MDG005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139,,,MDG006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,2.1,1.9,1.8,1.8,1.8,1.8,2.2,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,,,MDG007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-
141,Madagascar,Tropical cyclone Freddy in Madagascar,MDG008,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6
142,Mexico,Multiple crisis in Mexico,MEX001,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3,3,3,3,3
143,Mexico,Criminal Violence in Mexico,MEX002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
144,Mexico,Mixed Migration in Mexico,MEX003,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.5,2.5,2.5,2.3,2.4
145,,,MEX004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,Mali,Complex crisis in Mali,MLI001,Stable,3.6,3.8,3.8,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.1,4.1,4.1,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
147,Myanmar,Multiple crises in Myanmar,MMR001,Stable,-,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.8,3.9,3.9,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
148,Myanmar,Rakhine Conflict,MMR002,Increasing,-,3.3,3.3,3.1,3.2,3.2,3.2,3.2,3.2,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.8,3.9,3.8,3.9,3.9
149,Myanmar,Kachin and Shan Conflict,MMR003,Stable,-,2.1,2.1,2.3,2.4,2.3,2.3,2.3,2.3,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.2,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7
150,Myanmar,Post-coup conflict in Myanmar,MMR004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,3.4,3.4,3.4,3.4,3.4,3.5,4.1,4.1,4.1,4.1,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
151,,,MMR005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,-,-,-
152,,,MNG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,-,-,-,-,-,-,-
153,,,MNG002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-
154,,,MNG003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.1,-,-,-,-,-,-,-
155,Mongolia,2024 Dzud,MNG004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,2.3
156,Mozambique,Multiple Crises in Mozambique,MOZ001,Stable,-,-,-,3.8,3.7,3.7,3.2,3.2,3.2,3.2,3.4,3.4,3.5,3.5,3.2,3.2,3.2,3.2,3,3,3,3.2,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.7,-,-,-,-,-,-,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.4,3.5,3.5,3.6,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6
157,,,MOZ002,-,-,3.3,3.3,3.3,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
158,,,MOZ003,-,-,-,3.1,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
159,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2.6,2.6,2.8,2.9,2.9,2.9,2.1,2.1,3.5,3.5,3.5,3.6,3.6,3.6,3.4,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.4,3.5,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.4
160,,,MOZ005,-,-,-,-,2.7,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
161,,,MOZ006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3,3,3.4,3.4,3.4,3.5,3.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
162,,,MOZ007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
163,,,MOZ008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.4,2.6,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
164,,,MOZ009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,-,-,-,-,-
165,Mozambique,Tropical Cyclone Freddy in Mozambique,MOZ010,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.4,2.3,2.3,2.3,2.3,2.3,3.1,2.6,2.8,2.8,2.9
166,,,MRT001,-,-,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
167,Mauritania,Refugees from Mali in Mauritania,MRT002,Decreasing,-,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,1.9,1.9,1.9,1.7,1.7
168,Mauritania,Food Security in Mauritania,MRT003,Stable,-,3,3,3,2.7,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.6,2.6,2.6,2.6,2.6,2.7,2.7,3,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.6
169,Malawi,Complex crisis in Malawi,MWI002,Stable,-,-,2.9,3,3.1,3.1,3.1,2.7,2.7,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3,3,2.8,2.8,3,3,3,3,2.5,2.5,2.4,3,3,3,3,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.3,3.5,3.5,3.3,3.2,3.4,3.4,3.4,3.4,3.4,3.4
170,,,MWI003,-,-,-,-,-,2.7,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
171,,,MWI004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2,2.5,2.5,2.5,2.5,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
172,Malawi,Tropical Cyclone Freddy in Malawi,MWI005,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.8,2.9,2.9,2.9,2.9,2.9,2.8,3,3,3,3,3
173,Malaysia,International Refugees in Malaysia,MYS001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.7,1.6,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.5,2.5,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
174,Namibia,Food Security Crisis in Namibia,NAM002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.3,2.3,2.3,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.2,2.3,2.3,2.3,2.3,2.5,2.3,2.5,2.5,2.5,2.5,2.5
175,Niger,Multiple crises in Niger,NER001,Stable,-,3.1,3.2,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.5,3.5,3.6,3.6,3.7,3.5,3.7,3.9,3.9,3.9,3.9,3.8,3.8,3.7,3.8,3.8,3.8,3.7,3.7,3.8,3.7,3.7
176,Niger,Lake Chad basin crisis in Niger,NER002,Stable,-,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,2.9,2.9,2.9,2.9,2.9,3,3,3,3,3,3,3,3,3,3,2.9,2.9,2.9,2.9,3,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.1,3.3,3.2,3.2
177,Niger,Mali/Burkina Faso conflict,NER003,Stable,-,2.4,2.6,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.6,3.6,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.6,3.5,3.5
178,Niger,Nigerian Refugees,NER004,Stable,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.4,2.5,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.8,2.8,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
179,,,NER005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.9,2.9,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
180,Nigeria,Complex crisis in Nigeria,NGA001,Decreasing,3.5,3.5,4,4.1,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4,4,3.7,4.2,4.1,4.2,4.2,4.2,4.2,4.2,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.1,3.5,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.1,3.9,3.9,3.9,3.9,3.9
181,,,NGA002,-,3.6,3.6,3.5,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
182,Nigeria,Middle belt conflict,NGA003,Stable,2.1,2,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,3.4,3.4,3.4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
183,Nigeria,Lake Chad basin crisis in Nigeria,NGA004,Stable,4,4,4,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4.1,4.1,4.1,4.1,4,4.1,4.1,4.1,4,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.1,4.1,4.2,4.2,4.2,4.2,4.3,4.3,4.3,4.3,4.3,4.2,4.1,4.2,4.2,4.2,4.1
184,,,NGA005,-,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
185,Nigeria,Northwest Banditry,NGA007,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.9,2.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
186,Nigeria,Cameroonian Refugees in Nigeria,NGA008,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,2,2.4,2.4,2.5,2.5,2.1,2.1,2.1,2.1,2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,2,2,2,2,2,2,2,2,2,1.7,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2,2,2,2,2
187,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,Decreasing,2,2,2,2.4,2.4,2.4,2.4,2.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,-,-,2,-,1.9,1.9,-,-,-,-,-,-,-,-,-,1.9,1.9,1.7,1.7,1.7,-,x
188,,,NIC002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
189,,,NPL002,-,-,-,-,-,-,-,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
190,Nepal,Karnali Earthquake,NPL003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.4,2.4
191,Pakistan,Complex crisis in Pakistan,PAK001,Increasing,-,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,4,3.8,3.9,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9,3.9,4,3.9,4,4,4
192,,,PAK002,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
193,,,PAK003,-,-,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
194,Pakistan,Kashmir conflict in Pakistan,PAK004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
195,Pakistan,Floods in Pakistan ,PAK005,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,3.6,3.6,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7
196,Panama,Venezuela displacement in Panama,PAN002,Increasing,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2,2,2,2,2,2.1,2.1
197,Peru,Venezuela displacement in Peru,PER002,Stable,-,1.5,1.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.8,2.8,3,3,3,2.9,2.9,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3,3,2.8,2.9,2.9,2.9,2.9,2.9,2.9
