,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
198,,,SOM004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3,2.9,2.9,-,-,-,-,-,-,-
199,Somalia,Drought in Somalia,SOM005,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,3.5,3.6,3.8,3.8
200,South Sudan,Complex crisis in South Sudan,SSD001,Increasing,-,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.2,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.6
201,,,SSD002,-,-,-,-,-,-,-,-,-,-,-,3.1,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202,Slovakia,Displacement from Ukraine conflict in Slovakia,SVK002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2
203,Eswatini,Food Security Crisis in Eswatini,SWZ001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.3,2.3,2.3,2.3,2.5,2.5,2.4,2.4,2.4
204,Syria,Syrian conflict,SYR001,Decreasing,4.9,4.9,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.7,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.6,4.6
205,Chad,Complex crisis in Chad,TCD001,Stable,-,-,-,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
206,,,TCD002,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
207,Chad,Boko Haram in Chad,TCD003,Stable,-,-,-,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
208,Chad,CAR refugees in Chad,TCD004,Stable,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3
209,Chad,Darfur refugees in Chad,TCD005,Stable,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2
210,Chad,Tibesti Conflict in Chad,TCD006,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5
211,,,TCD008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,2.6,2.6,2.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
212,Thailand,Multiple situations in Thailand,THA001,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,1.7,1.7,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,1.9,2,2,2,2.1,2.1,2.1,2,2,1.9,1.9,1.9,1.8,1.9,1.8
213,Thailand,Conflict in southern Thailand ,THA002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
214,Thailand,Myanmar refugees in Thailand,THA003,Stable,-,1.2,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
215,,,TLS002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.3,1.3,1.3,1.3,-,-,-,-,-,-,-
216,Tonga,Tonga Volcano Eruption,TON002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,1.3,1.3
217,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,Decreasing,-,0.9,0.9,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.7,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.6,1.6
218,Tunisia,Mixed migration flows in Tunisia,TUN002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
219,Turkey,Complex situation in Turkey,TUR001,Stable,-,-,-,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
220,Turkey,Syrian Refugees in Turkey,TUR002,Decreasing,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2
221,Turkey,Mixed Migration Flows in Turkey,TUR003,Increasing,-,-,-,3.3,3.3,3.3,3.2,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2
222,Turkey,Kurdish Conflict,TUR004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
223,Tanzania,Multiple Crises in Tanzania,TZA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4
224,Tanzania,International Displacement in Tanzania,TZA002,Stable,1.5,1.5,1.5,2.2,2.2,2.1,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.5,2.4,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,2.4,2.4,2.4,2.4,2.3,2.4,2.4,2.4,2.3
225,Tanzania,Food Security Crisis in North-East Tanzania,TZA003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2
226,,,UGA001,-,-,2.9,3,3.1,3.1,3,2.9,2.9,2.9,2.9,-,-,-,-,-,-,2.9,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-
227,,,UGA002,-,-,2.8,2.8,2.6,2.6,2.5,2.5,2.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
228,,,UGA003,-,-,1.9,1.9,2.4,2.4,2.3,2.3,2.3,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
229,,,UGA004,-,-,2,2.2,2.4,2.4,2.3,2.3,2.3,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230,Uganda,International Displacement in Uganda,UGA005,Stable,-,-,-,-,-,-,-,-,-,-,3,2.8,2.8,3,3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
231,,,UGA006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
232,Ukraine,Conflict in Ukraine,UKR002,Increasing,-,3.3,3.3,3.6,3.6,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.7,4
233,,,VCT002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,1.5,1.6,1.6,1.6,-,-,-,-,-,-,-
234,Venezuela,Complex crisis in Venezuela,VEN001,Stable,4.2,4.2,4.2,3.9,3.9,4,4,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4,4,4,4,4,4,4,4.1,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.2
235,,,VNM002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.9,2.9,2.8,-,-,-,-,-,-,-,-,-,-,-
236,,,VUT002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,1.9,2,2,2,2,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-
237,,,XXX002,-,-,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
238,,,XXX003,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
239,Yemen,Conflict in Yemen,YEM001,Stable,4.2,4.3,4.3,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.9,4.9,4.9,4.9,4.8,4.7,4.7,4.7,4.7,4.7,4.7
240,Yemen,Mixed migration flows in Yemen,YEM002,Stable,-,2.8,2.8,3,3,3,3,3,2.9,2.9,3,3,3,2.9,2.9,2.9,2.9,2.6,2.6,2.6,2.6,2.6,2.9,2.9,2.9,2.9,2.9,3,2.6,2.5,2.5,2.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
241,Zambia,Drought in Zambia,ZMB002,Stable,-,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.9,2.9,2.9,2.8,2.9,2.9,2.9,2.9,2.9
242,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,Increasing,-,3.6,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.7,3.7,3.7,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.7,3.8,3.8,3.8
243,,,ZWE002,-,-,-,2.3,3.2,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
244,,,ZWE003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.6,2.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
